train_loss,val_loss,train_loss_c,train_loss_s,train_loss_cl,val_loss_c,val_loss_s,val_loss_cl,I2T_R@1,I2T_R@5,I2T_R@10,T2I_R@1,T2I_R@5,T2I_R@10,cls_acc,sev_mae,logit_scale,lr
2.3350875249472995,1.5522520266197346,1.0683018959337665,0.14895360113712408,1.2220995503087198,0.3169643818228333,0.083590482706549,1.210210504355254,39.860950173812284,41.01969872537659,41.71494785631518,48.20393974507532,68.48203939745075,87.48551564310544,35.92120409011841,37.915489196777344,2.6589736938476562,5.999999999999999e-05
1.1744250261014508,1.0876352036440815,0.26033879343860894,0.053610172593385304,0.8980031782580961,0.24338490074431454,0.07439418272460224,0.8219320465017248,55.851680185399765,70.45191193511008,72.7694090382387,60.37079953650058,78.79490150637312,95.82850521436848,62.224799394607544,32.28544235229492,2.6584455966949463,0.00010499999999999998
0.5497429281152705,1.1399395471369778,0.21063933833952872,0.03870365503794884,0.3274924915323975,0.28502001999704923,0.08903921220486087,0.8282077665682193,71.03128621089223,72.88528389339514,73.58053302433372,68.01853997682502,93.85863267670915,100.0,70.91541290283203,31.912046432495117,2.658414602279663,0.00015
0.31268969843144057,1.1313773338441495,0.18644857158263525,0.03243158776713635,0.11651164926187967,0.28912338200542664,0.08027941657174206,0.8181701330123125,71.61066048667439,73.58053302433372,74.27578215527231,100.0,100.0,100.0,75.78215599060059,27.705307006835938,2.658681631088257,0.00014949321491275862
0.2529610963438147,1.4192670131171192,0.1755994785857457,0.026790833914332013,0.06932436634776412,0.3050853930137776,0.08447357580384791,1.0888395356359306,73.81228273464659,74.50753186558516,75.20278099652376,99.65237543453071,100.0,100.0,75.20278096199036,28.095094680786133,2.658926248550415,0.0001479797130499578
0.22242796236789356,1.2510129671405863,0.17238121495772435,0.022901535757707172,0.04317628592252731,0.28455440838027884,0.07949153600471888,0.9426110987034109,71.61066048667439,74.27578215527231,74.85515643105447,91.54113557358053,100.0,100.0,74.62340593338013,28.092763900756836,2.6592190265655518,0.00014547996192790385
0.19708558003748616,1.5762715676316508,0.17004760042313607,0.020936257954466568,0.020757102197216402,0.29124466357407747,0.08111442238872836,1.2606925720141993,71.61066048667439,72.7694090382387,73.23290845886443,44.61181923522596,95.01738122827346,99.88412514484357,73.23290705680847,29.099124908447266,2.659646987915039,0.00014202776639223976
0.20522008419677776,1.582268387079239,0.1671275598227337,0.0219707303475188,0.03150130435824394,0.27272900883798246,0.08692014353194584,1.2834633388729006,69.52491309385863,70.45191193511008,71.49478563151796,69.17728852838934,98.1460023174971,100.0,71.14716172218323,31.95378875732422,2.660027265548706,0.0001376698114653996
0.1932438112074329,1.6115432147074629,0.16760779829114997,0.02012012164629195,0.01959997583781519,0.3167973177300559,0.08256112946050793,1.2699775603358392,73.00115874855156,74.97103128621089,75.66628041714948,74.97103128621089,77.9837775202781,87.83314020857473,75.43452978134155,28.445049285888672,2.660353422164917,0.0001324650310117674
0.17369372197376784,1.639897264264248,0.16054928567140334,0.01764292646479863,0.007851558467072825,0.30575447777907055,0.08448111748266793,1.3087984407665554,69.7566628041715,72.65353418308227,73.69640787949015,76.70915411355736,80.53302433371958,85.74739281575899,73.8122820854187,29.744176864624023,2.661038637161255,0.0001264838107582616
0.1654926156324725,1.734391306285505,0.1579953612339112,0.017340808950354576,0.002295011233898901,0.3216597705527588,0.08906771842912012,1.3860112134781148,69.7566628041715,71.37891077636154,72.19003476245655,73.46465816917728,77.9837775202781,80.41714947856315,74.2757797241211,30.100582122802734,2.6617703437805176,0.00011980703644812382
0.16200269294041458,1.8279993169837527,0.15534740846644166,0.017279425343017903,0.0014714577024982822,0.3120294111194434,0.08939152501019028,1.4891524524600417,71.72653534183083,74.04403244495944,74.50753186558516,75.20278099652376,91.07763615295481,99.30475086906141,73.92815947532654,30.450992584228516,2.6627044677734375,0.000112525
0.16268477388607558,1.7943348509294015,0.15283168684090337,0.016534647399870057,0.004892691489188901,0.30012021710475284,0.08784207031755985,1.4678620108299785,72.53765932792584,73.58053302433372,73.928157589803,78.79490150637312,87.36964078794901,95.59675550405562,73.5805332660675,29.677810668945312,2.6637346744537354,0.0001047361784646348
