train_loss,val_loss,val_acc,val_f1
0.7899591520111612,2.371718399640587,0.4664351851851852,0.5297194189691539
0.47218910018180277,2.0527681625465415,0.4548611111111111,0.4365160753880266
0.3620331898490165,1.256222882963441,0.5011574074074074,0.5910771042203542
0.29162669807989544,3.5824664389645613,0.28125,0.16373362716085113
0.2371068158127526,2.8360858959042363,0.39467592592592593,0.4593337466180336
0.2042563057484779,2.3993660226136586,0.5567129629629629,0.6197130866583329
0.15655340486146668,2.3103356481771224,0.53125,0.5979385009042726
0.15444138981005612,2.0719827522558196,0.6435185185185185,0.700591458756614
0.1961825995289899,1.8117437771073095,0.5706018518518519,0.4662933930571109
0.1257043900959035,6.869636624169036,0.48148148148148145,0.4835137562855165
0.11897838857777893,1.7431273896385122,0.5289351851851852,0.6106243408551493
0.056336153387785595,2.208838230205907,0.5405092592592593,0.6199385597293494
0.08291091654509147,2.709186243484038,0.6099537037037037,0.6527725128921581
0.09374920634473576,2.1651096153762883,0.6168981481481481,0.6751612002012275
0.058814974038544646,2.2868349641492522,0.5810185185185185,0.5820596064225192
0.10494210425531492,2.107911112274181,0.6145833333333334,0.6283631153180715
